id,url,title,image_url
promo-dog-wellbeing-blog,https://www.bondivet.com/promo/dog-wellbeing-blog,Dog Health Stories and Advice from Bondi Vets,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dog-nutrition-blog,https://www.bondivet.com/promo/dog-nutrition-blog,Your Complete Guide to Dog Nutrition,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-human-foods-not-for-dogs,https://www.bondivet.com/promo/human-foods-not-for-dogs,10 human foods you should never feed to your pet,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dog-fussy-eater,https://www.bondivet.com/promo/dog-fussy-eater,How to Encourage a Fussy Dog to Eat,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-puppy-food-tips,https://www.bondivet.com/promo/puppy-food-tips,Puppy nutrition basics,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-oil-supplements,https://www.bondivet.com/promo/oil-supplements,4 oils that are ok for dogs,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dog-food-dry-or-raw,https://www.bondivet.com/promo/dog-food-dry-or-raw,"What dog food is best for your dog | Kibble, Fresh or Raw?",https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dog-must-have-accessories,https://www.bondivet.com/promo/dog-must-have-accessories,Dog accessories you can't go without,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dog-arthritis-treatment,https://www.bondivet.com/promo/dog-arthritis-treatment,How to help a dog with arthritis,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dr-kate-loves-pet-insurance,https://www.bondivet.com/promo/dr-kate-loves-pet-insurance,Dr Kate Adams Blog on pet insurance,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-grieving-pet-loss,https://www.bondivet.com/promo/grieving-pet-loss,Dr Kate Adam's on grieving a loss of pet,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-dr-kate-loves-routine-scans,https://www.bondivet.com/promo/dr-kate-loves-routine-scans,Dr Kate Adams Blog on importance of routine scans,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-beagle-breed-profile,https://www.bondivet.com/promo/beagle-breed-profile,Beagle - Breed Profile,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-kelpie-breed-profile,https://www.bondivet.com/promo/kelpie-breed-profile,Australian Working Kelpie - Breed Profile,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-staffy-breed-profile,https://www.bondivet.com/promo/staffy-breed-profile,Staffordshire Bull Terrier - Breed Profile,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-english-bulldog-breed-profile,https://www.bondivet.com/promo/english-bulldog-breed-profile,English Bulldog - Breed Profile,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
promo-samoyed-breed-profile,https://www.bondivet.com/promo/samoyed-breed-profile,Samoyed - Breed Profile,https://marketplacer.imgix.net/Hj/rUN-0pOv0ZjCM9t27FG9BySTQ.jpg?auto=format&fm=pjpg&fit=max&q=90&w=1600&h=1000&s=ecb1d80f2cfd0b40d941107a4bf427ef
